"filename", "language", "Assembler file", "Ini", "C", "Makefile", "Properties", "Log", "C++", "comment", "blank", "total"
"/home/ysy/code/Os_wrtie/src/kernel/clock.c", "C", 0, 0, 61, 0, 0, 0, 0, 5, 20, 86
"/home/ysy/code/Os_wrtie/src/kernel/console.c", "C", 0, 0, 192, 0, 0, 0, 0, 35, 28, 255
"/home/ysy/code/Os_wrtie/src/kernel/debug.c", "C", 0, 0, 11, 0, 0, 0, 0, 0, 2, 13
"/home/ysy/code/Os_wrtie/src/kernel/gate.c", "C", 0, 0, 41, 0, 0, 0, 0, 9, 14, 64
"/home/ysy/code/Os_wrtie/src/kernel/global.c", "C", 0, 0, 68, 0, 0, 0, 0, 3, 13, 84
"/home/ysy/code/Os_wrtie/src/kernel/handler.asm", "Assembler file", 166, 0, 0, 0, 0, 0, 0, 0, 33, 199
"/home/ysy/code/Os_wrtie/src/kernel/interrupt.c", "C", 0, 0, 175, 0, 0, 0, 0, 11, 32, 218
"/home/ysy/code/Os_wrtie/src/kernel/io.asm", "Assembler file", 50, 0, 0, 0, 0, 0, 0, 0, 19, 69
"/home/ysy/code/Os_wrtie/src/kernel/keyboard.c", "C", 0, 0, 325, 0, 0, 0, 0, 13, 40, 378
"/home/ysy/code/Os_wrtie/src/kernel/main.c", "C", 0, 0, 27, 0, 0, 0, 0, 0, 4, 31
"/home/ysy/code/Os_wrtie/src/kernel/memory.c", "C", 0, 0, 329, 0, 0, 0, 0, 46, 72, 447
"/home/ysy/code/Os_wrtie/src/kernel/mutex.c", "C", 0, 0, 59, 0, 0, 0, 0, 8, 18, 85
"/home/ysy/code/Os_wrtie/src/kernel/printk.c", "C", 0, 0, 14, 0, 0, 0, 0, 0, 3, 17
"/home/ysy/code/Os_wrtie/src/kernel/rtc.c", "C", 0, 0, 72, 0, 0, 0, 0, 12, 22, 106
"/home/ysy/code/Os_wrtie/src/kernel/schedule.asm", "Assembler file", 20, 0, 0, 0, 0, 0, 0, 0, 9, 29
"/home/ysy/code/Os_wrtie/src/kernel/start.asm", "Assembler file", 51, 0, 0, 0, 0, 0, 0, 0, 12, 63
"/home/ysy/code/Os_wrtie/src/kernel/task.c", "C", 0, 0, 221, 0, 0, 0, 0, 20, 63, 304
"/home/ysy/code/Os_wrtie/src/kernel/thread.c", "C", 0, 0, 41, 0, 0, 0, 0, 12, 8, 61
"/home/ysy/code/Os_wrtie/src/kernel/time.c", "C", 0, 0, 150, 0, 0, 0, 0, 11, 29, 190
"/home/ysy/code/Os_wrtie/src/lib/bitmap.c", "C", 0, 0, 55, 0, 0, 0, 0, 8, 19, 82
"/home/ysy/code/Os_wrtie/src/lib/fifo.c", "C", 0, 0, 38, 0, 0, 0, 0, 0, 7, 45
"/home/ysy/code/Os_wrtie/src/lib/list.c", "C", 0, 0, 97, 0, 0, 0, 0, 13, 23, 133
"/home/ysy/code/Os_wrtie/src/lib/printf.c", "C", 0, 0, 14, 0, 0, 0, 0, 0, 8, 22
"/home/ysy/code/Os_wrtie/src/lib/stdlib.c", "C", 0, 0, 45, 0, 0, 0, 0, 6, 10, 61
"/home/ysy/code/Os_wrtie/src/lib/string.c", "C", 0, 0, 176, 0, 0, 0, 0, 2, 16, 194
"/home/ysy/code/Os_wrtie/src/lib/syscall.c", "C", 0, 0, 58, 0, 0, 0, 0, 2, 12, 72
"/home/ysy/code/Os_wrtie/src/lib/vsprintf.c", "C", 0, 0, 285, 0, 0, 0, 0, 81, 50, 416
"/home/ysy/code/Os_wrtie/src/utils/grub.cfg", "Properties", 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"/home/ysy/code/Os_wrtie/test/call.asm", "Assembler file", 16, 0, 0, 0, 0, 0, 0, 0, 9, 25
"/home/ysy/code/Os_wrtie/test/makefile", "Makefile", 0, 0, 0, 14, 0, 0, 0, 8, 4, 26
"/home/ysy/code/Os_wrtie/test/param.c", "C", 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"/home/ysy/code/Os_wrtie/test/param.s", "Assembler file", 30, 0, 0, 0, 0, 0, 0, 0, 1, 31
"/home/ysy/code/Os_wrtie/test/types.c", "C", 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"Total", "-", 589, 26, 2961, 136, 10, 6, 283, 450, 913, 5374
