"filename", "language", "C", "Makefile", "C++", "comment", "blank", "total"
"/home/ysy/code/Os_wrtie/src/cdrok.mk", "Makefile", 0, 6, 0, -1, 1, 6
"/home/ysy/code/Os_wrtie/src/include/onix/nvme.h", "C++", 0, 0, 0, 0, 1, 1
"/home/ysy/code/Os_wrtie/src/kernel/gate.c", "C", 6, 0, 0, -6, 0, 0
"/home/ysy/code/Os_wrtie/src/kernel/nvme.c", "C", -60, 0, 0, 20, 2, -38
"/home/ysy/code/Os_wrtie/src/kernel/pci.c", "C", -21, 0, 0, -2, -3, -26
"Total", "-", -75, 6, 0, 11, 1, -57
